release	assembly	chromosome	dataset	vcf_count	api_count	delta	status	likely_cause	recommended_action
new	GRCh38	15	jga_wgs	2099081	2099081	0	match		
new	GRCh38	16	jga_wgs	2326759	2326759	0	match		
new	GRCh38	17	jga_wgs	2158647	2158647	0	match		
new	GRCh38	18	jga_wgs	2038106	2038106	0	match		
new	GRCh38	19	jga_wgs	1687613	1687613	0	match		
new	GRCh38	20	jga_wgs	1747194	1747194	0	match		
new	GRCh38	21	jga_wgs	1049885	1049885	0	match		
new	GRCh38	22	jga_wgs	1149134	1149134	0	match		
new	GRCh38	MT	jga_wgs	0	0	0	match		
new	GRCh38	X	jga_wgs	2300610	2300610	0	match		
new	GRCh38	Y	jga_wgs	180330	180330	0	match		
new	GRCh38	1	jogo	1431050	1431073	23	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	2	jogo	1227307	1227326	19	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	3	jogo	1058730	1058734	4	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	4	jogo	828753	828760	7	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	5	jogo	810951	810957	6	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	6	jogo	868177	868188	11	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	7	jogo	899769	899782	13	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	8	jogo	759948	759963	15	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	9	jogo	679665	679672	7	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	10	jogo	792281	792291	10	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	11	jogo	812181	812193	12	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	12	jogo	800198	800208	10	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	13	jogo	396116	396122	6	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	14	jogo	481241	481246	5	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	15	jogo	545984	545986	2	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	16	jogo	607075	607099	24	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	17	jogo	674983	674998	15	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	18	jogo	358628	358638	10	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	19	jogo	676188	676209	21	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	20	jogo	386327	386334	7	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	21	jogo	169859	169868	9	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	22	jogo	307899	307902	3	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	MT	jogo	0	0	0	match		
new	GRCh38	X	jogo	601829	601839	10	count_mismatch	VCF exportとAPI indexのfilter、normalize、重複排除、または投入状態が不一致	同じdataset/chromosomeのallele集合を段階別に照合
new	GRCh38	Y	jogo	12246	12246	0	match		
new	GRCh38	1	ncbn	17503373	17503373	0	match		
new	GRCh38	2	ncbn	17850346	17850346	0	match		
new	GRCh38	3	ncbn	14433780	14433780	0	match		
new	GRCh38	4	ncbn	13989769	13989769	0	match		
new	GRCh38	5	ncbn	13086137	13086137	0	match		
new	GRCh38	6	ncbn	12045151	12045151	0	match		
new	GRCh38	7	ncbn	12015226	12015226	0	match		
new	GRCh38	8	ncbn	11099692	11099692	0	match		
new	GRCh38	9	ncbn	9565690	9565690	0	match		
new	GRCh38	10	ncbn	10214634	10214634	0	match		
new	GRCh38	11	ncbn	10090364	10090364	0	match		
new	GRCh38	12	ncbn	9889872	9889872	0	match		
new	GRCh38	13	ncbn	7730705	7730705	0	match		
new	GRCh38	14	ncbn	6502505	6502505	0	match		
new	GRCh38	15	ncbn	6191485	6191485	0	match		
new	GRCh38	16	ncbn	6998477	6998477	0	match		
new	GRCh38	17	ncbn	6230996	6230996	0	match		
new	GRCh38	18	ncbn	6007889	6007889	0	match		
new	GRCh38	19	ncbn	4623141	4623141	0	match		
new	GRCh38	20	ncbn	5024600	5024600	0	match		
new	GRCh38	21	ncbn	3123154	3123154	0	match		
new	GRCh38	22	ncbn	3272572	3272572	0	match		
new	GRCh38	MT	ncbn	0	0	0	match		
new	GRCh38	X	ncbn	8239474	8239474	0	match		
new	GRCh38	Y	ncbn	0	0	0	match		
new	GRCh38	1	tommo	37457699	37457699	0	match		
new	GRCh38	2	tommo	34791393	34791393	0	match		
new	GRCh38	3	tommo	27638943	27638943	0	match		
new	GRCh38	4	tommo	25942077	25942077	0	match		
new	GRCh38	5	tommo	24851567	24851567	0	match		
new	GRCh38	6	tommo	23313083	23313083	0	match		
new	GRCh38	7	tommo	24357189	24357189	0	match		
new	GRCh38	8	tommo	20780444	20780444	0	match		
new	GRCh38	9	tommo	19222474	19222474	0	match		
new	GRCh38	10	tommo	20457250	20457250	0	match		
new	GRCh38	11	tommo	20455381	20455381	0	match		
new	GRCh38	12	tommo	20756498	20756498	0	match		
new	GRCh38	13	tommo	15831852	15831852	0	match		
new	GRCh38	14	tommo	12755155	12755155	0	match		
new	GRCh38	15	tommo	12536315	12536315	0	match		
new	GRCh38	16	tommo	14687841	14687841	0	match		
new	GRCh38	17	tommo	14378198	14378198	0	match		
new	GRCh38	18	tommo	11788820	11788820	0	match		
new	GRCh38	19	tommo	12850979	12850979	0	match		
new	GRCh38	20	tommo	10735429	10735429	0	match		
new	GRCh38	21	tommo	6078394	6078394	0	match		
new	GRCh38	22	tommo	7418385	7418385	0	match		
new	GRCh38	MT	tommo	0	0	0	match		
new	GRCh38	X	tommo	16519805	16519805	0	match		
new	GRCh38	Y	tommo	0	0	0	match		
new	GRCh38	1	tommo_jsv1	6129	6129	0	match		
new	GRCh38	2	tommo_jsv1	5502	5502	0	match		
new	GRCh38	3	tommo_jsv1	4102	4102	0	match		
new	GRCh38	4	tommo_jsv1	4488	4488	0	match		
new	GRCh38	5	tommo_jsv1	4181	4181	0	match		
new	GRCh38	6	tommo_jsv1	4034	4034	0	match		
new	GRCh38	7	tommo_jsv1	4588	4588	0	match		
new	GRCh38	8	tommo_jsv1	3313	3313	0	match		
new	GRCh38	9	tommo_jsv1	3603	3603	0	match		
new	GRCh38	10	tommo_jsv1	3740	3740	0	match		
new	GRCh38	11	tommo_jsv1	3186	3186	0	match		
new	GRCh38	12	tommo_jsv1	3260	3260	0	match		
new	GRCh38	13	tommo_jsv1	2743	2743	0	match		
new	GRCh38	14	tommo_jsv1	1984	1984	0	match		
new	GRCh38	15	tommo_jsv1	2170	2170	0	match		
new	GRCh38	16	tommo_jsv1	2702	2702	0	match		
new	GRCh38	17	tommo_jsv1	2819	2819	0	match		
new	GRCh38	18	tommo_jsv1	2101	2101	0	match		
new	GRCh38	19	tommo_jsv1	2260	2260	0	match		
new	GRCh38	20	tommo_jsv1	2145	2145	0	match		
new	GRCh38	21	tommo_jsv1	1609	1609	0	match		
new	GRCh38	22	tommo_jsv1	1683	1683	0	match		
new	GRCh38	MT	tommo_jsv1	0	0	0	match		
new	GRCh38	X	tommo_jsv1	0	0	0	match		
new	GRCh38	Y	tommo_jsv1	0	0	0	match		
